"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"9SQG3IMX","journalArticle","1914","Zeki, Mehmet","Vaka-yi İktisadi ve Maliye","İçtihad","","","","","","1914","2023-01-21 18:16:14","2023-01-21 18:16:55","","127-129","","9 June","107","","","","","","","","","","Ottoman Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPFJMC25","journalArticle","1911","Zeki, Mehmet","Ziraatımız İçin","İçtihad","","","","","","1911","2023-01-21 18:14:59","2023-01-21 18:15:52","","832-833","","14 September","30","","","","","","","","","","Ottoman Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KVPSDX2X","journalArticle","1908","Suphi, İsmail","Ticaretin Ehemmiyeti, İffet ve İstikamet","Osmanlı Ziraat ve Ticaret Gazetesi","","","","","","1908","2023-01-21 18:12:02","2023-01-21 18:12:47","","205-208","","2 August","13","","","","","","","","","","Ottoman Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V9K63NFH","journalArticle","1908","Suphi, İsmail","Memleketimizde Meyve, Meyve Yetiştirmek, Meyve Ticareti, Bu Babda Bazı Nesayih 2","Osmanlı Ziraat ve Ticaret Gazetesi","","","","","","1908","2023-01-21 18:10:27","2023-01-21 18:11:41","","647-652","","15 March","44","","","","","","","","","","Ottoman Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LD5TGQPP","book","1972","Aktan, Mehmet Reşat","Türkiye İktisadı","","","","","","","1972","2023-01-19 09:27:46","2023-01-19 09:28:13","","","","","","","","","","","","","Sevinç Matbaası","Ankara","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UG2E5LJ6","book","1960","Aktan, Mehmet Reşat","Müşterek Pazar Karşısında Türkiye Ziraati","","","","","","","1960","2023-01-19 09:13:55","2023-01-19 09:14:40","","","","","","","","","","","","","Yüzüncü Yıl Üniversitesi Siyasal Bilgiler Fakültesi Yayınları","Van","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XNVQAK39","book","1955","Aktan, Mehmet Reşat","Türkiye'de Ziraat Mahsulleri Fiyatları","","","","","","","1955","2023-01-19 08:51:26","2023-01-19 09:08:16","","","","","","","","","","","","","Ankara Üniversitesi Siyasal Bilgiler Fakültesi","Ankara","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JHS9B6HR","book","1955","Adak, Rüştü","İktisat 1-2","","","","","","","1955","2023-01-19 08:48:44","2023-01-19 08:51:00","","","","","","","","","","","","","Ankara Üniversitesi Ziraat Fakültesi Öğrenci Derneği Yayınları","Ankara","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZJFZMLKZ","dictionaryEntry","2004","Mitchell, Rosemary","Macfarlane, Charles (1799-1858)","Oxford Dictionary of National Biography","","","","","","2004","2023-01-15 13:54:09","2023-01-15 13:57:12","","","","","","","","","","","","","Oxford University Press","Oxford","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Online Edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BHYWIZC8","book","1888","Suad","Telhis-i İlm-i Servet [A Summary of the Science of Wealth; translation of Prosper Rambaud's Précis élémentaire d’économie politique, 1880]","","","","","","","1888","2023-01-09 13:52:34","2023-01-09 13:53:59","","","","","","","","","","","","","Mihran Matbaası","İstanbul","Ottoman Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7VIHGSDJ","book","1944","Woodbury, Robert Morse","Ailelerin Yaşayış Şartları Hakkında Anket Usulleri","","","","","","","1944","2023-01-08 18:36:51","2023-01-09 13:36:46","","","","","","","","","","","","","Başvekalet İstatistik Umum Müdürlüğü","Ankara","Modern Turkish","","","","","","","","","","","","","","","Zeybekoğlu, Zeki","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VQBNTCRC","journalArticle","1889","Müftüzade Ali, İhsan","""Ticaretimiz1-7"" [Our Trade 1-7] (7 articles)","İrtika","","","","","","1889","2022-11-19 15:25:21","2023-01-09 13:29:30","","162;169-170; 3-4; ?; 20; ?; 70-71","","41(28 Aralık 1899); 42(12  Ocak 1900); 49(2 Mart  1900); ?; 53(30 Mart  1900); ?; 66(29  Haziran 1900)","","","","","","","","","","","Ottoman Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z2CNZ3D6","journalArticle","1861","Şerif, Mehmet","Ekonomi Politik İlminin Tarikiyle Hudud-ı Tabiyesinin Tahdidi Beyanındadır [On the Limitations of the Path of Political Economy]","Tercüman-ı Ahval","","","","","","1861","2022-09-27 15:56:14","2023-01-09 01:01:47","","","","74-75","","","","","","","","","","","Ottoman Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C9NTRHBM","thesis","2020","Arıcı Çağış, Elif","Interwar Pronatalism in Turkey: Its Formation, Discourse, and Institutions","","","","","","","2020","2023-01-08 18:51:52","2023-01-08 18:53:17","","","","","","","","","","","","","Binghampton University","New York","English","","Doctoral Thesis (Advisor: Çağlar Keyder)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DQXG2VII","book","1947","Milletler Cemiyeti Ekonomi, Maliye ve Transit Dairesi","Sanayileşme ve Dış Ticaret","","","","","","","1947","2023-01-08 18:39:53","2023-01-08 18:44:17","","","","","","","","","","","","","Başvekalet İstatistik Umum Müdürlüğü","İstanbul","Modern Turkish","","","","","","","","","","","","","","","Zeybekoğlu, Zeki","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QLSCFJYP","book","1940","Darmois, Georges","İstatistik ve Tatbikatı","","","","","","","1940","2023-01-08 18:35:27","2023-01-08 18:36:27","","","","","","","","","","","","","Başvekalet İstatistik Umum Müdürlüğü","Ankara","Modern Turkish","","","","","","","","","","","","","","","Zeybekoğlu, Zeki","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8Y4VCYR7","book","1938","Dupriez, Leon H.","Konjonktürün Tahlil Usulleri","","","","","","","1938","2023-01-08 18:33:54","2023-01-08 18:34:58","","","","","","","","","","","","","Çankaya Matbaası","Ankara","Modern Turkish","","","","","","","","","","","","","","","Zeybekoğlu, Zeki","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3VIELA4B","book","1937","Wagemann, Ernst","Konjonktür Bilgisine Giriş","","","","","","","1937","2023-01-08 18:32:18","2023-01-08 18:33:27","","","","","","","","","","","","","İstatistik Umum Müdürlüğü","Ankara","Modern Turkish","","","","","","","","","","","","","","","Zeybekoğlu, Zeki","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PSYQ64LP","book","1935","Moncetz, A.","İstatistik Usullerine Giriş","","","","","","","1935","2023-01-08 18:29:54","2023-01-08 18:31:35","","","","","","","","","","","","","Aydınlık Basımevi","İstanbul","Modern Turkish","","","","","","","","","","","","","","","Zeybekoğlu, Zeki","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U5V3TUMP","journalArticle","1943","Çelikbaş, Fethi","Bir İktisat Ders Kitabının Tercümesi Münasebetiyle","Ankara Üniversitesi Hukuk Fakültesi Dergisi","","","","","","1943","2023-01-08 17:35:24","2023-01-08 17:38:39","","163-180","","1","1","","","","","","","","","","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6YU42LFR","book","1940","Truchy, Henri","Elementer Umumi Ekonomi [Translation of Henri Truchy's Précis élémentaire d'économie politique, 1936]","","","","","","","1940","2023-01-08 16:49:20","2023-01-08 17:19:37","","","","","","","","","","","","","Express Basımevi","İstanbul","Modern Turkish","","","","","","","","","","","","","","","Demirel, Esat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M4RR8HF4","book","1940","Tengirşenk, Yusuf Kemal","Millet Ekonomisi","","","","","","","1940","2023-01-08 17:01:07","2023-01-08 17:15:03","","","","","","","","","","","","","Ankara Üniversitesi Hukuk Fakültesi Yayınları","Ankara","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NWTD7NBM","book","1938","Demirel, Esat","Banka Muameleleri ve Muhasebesi","","","","","","","1938","2023-01-08 16:58:54","2023-01-08 16:59:53","","","","","","","","","","","","","Devlet Basımevi","İstanbul","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QDB7IY29","book","1940","Truchy, Henri","İktisad İlmi [Translation of Henri Truchy's Cours d'économie politique, 1919]","","","","","","","1940","2023-01-08 16:35:27","2023-01-08 16:38:34","","","","","1","","","","","","","","Çeltüt Matbaacılık","İstanbul","Modern Turkish","","","","","","","","","","","","","","","Bayındır, Atıf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NBKRU4S8","book","1942","Truchy, Henri","İktisad İlmi [Translation of Henri Truchy's Cours d'économie politique, 1919]","","","","","","","1942","2023-01-08 16:38:12","2023-01-08 16:38:29","","","","","2","","","","","","","","İdeal Matbaa","Ankara","Modern Turkish","","","","","","","","","","","","","","","Bayındır, Atıf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8IX7FTY9","journalArticle","1941","Suvla, Refii Şükrü","Bibliyografya - Prof. Henri Truchy'nin Eserlerinin Türkçeye Nakilleri Münasebetile","İstanbul Üniversitesi İktisat Fakültesi Mecmuası","","","","","","1941","2023-01-08 16:29:03","2023-01-08 16:33:36","","491-500","","3-4","2","","","","","","","","","","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QD9Y8YP7","journalArticle","2020","Sarı, Hacı","The Mode of Politics and Labor: A Running Commentary on Labor in Islamic Thought","Toplumsal Değişim","","","","","","2020","2023-01-07 22:10:48","2023-01-07 22:12:04","","129-156","","2","2","","","","","","","","","","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UI6NQQI3","thesis","2010","Alkan, Fatih","Nüzhet Sabit’in Türkçe Öğretimindeki Yeri Üzerine Bir İnceleme","","","","","","","2010","2023-01-07 22:03:20","2023-01-07 22:05:15","","","","","","","","","","","","","Selçuk Üniversitesi Sosyal Bilimler Enstitüsü","Konya","Modern Turkish","","Yüksek Lisans Tezi (Danışman: Halim Serarslan)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UMHDTLAR","journalArticle","2018","Demir, Kenan","İktisat Dergilerine Göre Osmanlı Devleti’nin İktisadi Durumu (1857-1923)","Karadeniz Teknik Üniversitesi Sosyal Bilimler Enstitüsü Sosyal Bilimler Dergisi","","","","","","2018","2023-01-07 21:59:33","2023-01-07 22:02:16","","91-115","","15","8","","","","","","","","","","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KKNXIC3K","journalArticle","2004","Karaman, Deniz","Ulûm-I İktisadiye ve İçtimaiye Mecmuası","Cumhuriyet Üniversitesi Edebiyat Fakültesi Sosyal Bilimler Dergisi","","","","","","2004","2023-01-07 21:56:00","2023-01-07 21:57:40","","65-87","","1","28","","","","","","","","","","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WZJ6NI78","book","1996","Ergün, Mustafa","İkinci Meşrutiyet Devrinde Eğitim Hareketleri (1908-1914)","","","","","","","1996","2023-01-07 21:15:32","2023-01-07 21:18:21","","","","","","","","","","","","","Ocak Yayınları","Ankara","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KXIG5K8S","journalArticle","2012","Etker, Şeref","Vahan Efendi (H. S. Vahanyan) ve Kimya Biliminin Temelleri","Osmanlı Bilimi Araştırmaları","","","","","","2012","2023-01-07 19:48:11","2023-01-07 19:49:18","","41-64","","2","13","","","","","","","","","","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SVUCN2DY","book","1990","Kadri, Hüseyin Kazım","Meşrutiyetten Cumhuriyete Hatıralarım - İstanbul Trabzon Selanik Suriye","","","","","","","1990","2023-01-07 19:40:24","2023-01-07 19:42:13","","","","","","","","","","","","","Dergah Yayınları","İstanbul","Modern Turkish","","","","","","","","","","","","","Kara, İsmail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SHIKHWUX","journalArticle","1947","Rist, Charles","Tasarruf Teorisi","Ankara Üniversitesi Siyasal Bilgiler Fakültesi Dergisi","","","","","","1947","2023-01-07 16:25:45","2025-04-08 17:50:04","","361-384","","3-4","2","","","","","","","","","","Modern Turkish","","","","","","","","","","","","","","","Gürsoy, Bedri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B95A38SR","journalArticle","1947","Rist, Charles","Fransa'nın İktisadi Sıkıntıları","Siyasi İlimler Mecmuası","","","","","","1947","2023-01-07 16:24:37","2023-01-07 16:25:32","","20-23","","193","","","","","","","","","","","Modern Turkish","","","","","","","","","","","","","","","Nigar, Fıtrat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CGGJF5ET","journalArticle","1939","Rist, Charles","Kambiyo İstikrar Akçesi ve Bunun İktisadi Faaliyet ve Fiatlar Üzerindeki Tesiri","Siyasi İlimler Mecmuası","","","","","","1939","2023-01-07 16:23:01","2023-01-07 16:24:28","","11-20","","95","","","","","","","","","","","Modern Turkish","","","","","","","","","","","","","","","Özak, Niyazi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MHSDCWXF","journalArticle","1939","Rist, Charles","Paranın Tarifi ve Fonksiyonları","Mülkiye Mektebi Mecmuası","","","","","","1939","2023-01-07 16:21:35","2023-01-07 16:22:47","","138-148","","100","","","","","","","","","","","Modern Turkish","","","","","","","","","","","","","","","Çelikbaş, Fethi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MLML6X39","journalArticle","1933","Gide, Charles","Latin Memleketlerinde Kooperatifçilik","Türk Kooperatifçisi","","","","","","1933","2023-01-07 16:12:36","2023-01-07 16:13:12","","5-10","","","32","","","","","","","","","","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JYNL7LRL","journalArticle","1969","Gide, Charles","Karl Marx","Yeni Ufuklar","","","","","","1969","2023-01-07 16:11:35","2023-01-07 16:12:14","","12-16","","201","17","","","","","","","","","","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LH88CV5K","journalArticle","1972","Gide, Charles","Tüketicinin Egemenliği","Karınca","","","","","","1972","2023-01-07 16:10:22","2023-01-07 16:11:15","","8-10","","","39","","","","","","","","","","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4HCF7849","book","1925","Gide, Charles; Rist, Charles","Fizyokratlardan Günümüze Kadar İktisadî Mezhepler Tarihi [Histoire des doctrines économiques, depuis les physiocrates jusqu'à nos jours, 1909]","","","","","","","1925","2022-12-21 23:59:55","2023-01-07 15:58:06","","","","","","2","","","","","","","Cumhuriyet Matbaası","İstanbul","Ottoman Turkish","","","","","","","","","","","","","","","Kaya, Şükrü; Muammer, Ahmed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E6BUGELD","book","1919","Gide, Charles","İlm-i İktisad Dersleri [Translation of Cours d'economie politique, 1909]","","","","","","","1919","2023-01-07 15:38:36","2023-01-07 15:49:42","","","","","3","","","","","","","","Amire Matbaası","İstanbul","Ottoman Turkish","","","","","","","","","","","","","","","Ayni, Hasan Tahsin; Hamid, Hasan; İnhan, Mustafa Zühdü","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YDJ2XS6E","book","1918","Gide, Charles","İlm-i İktisad Dersleri [Translation of Cours d'economie politique, 1909]","","","","","","","1918","2022-12-22 00:11:54","2023-01-07 15:49:37","","","","","4","","","","","","","","Amire Matbaası","İstanbul","Ottoman Turkish","","","","","","","","","","","","","","","Ayni, Hasan Tahsin; Hamid, Hasan; İnhan, Mustafa Zühdü","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XHZX8B8G","bookSection","2017","Eren, Ercan","Avusturya İktisadından Üçüncü Yola: Türkiye Yıllarında Wilhelm Röpke","Türkiye'de İktisadi Düşünce","","","","","","2017","2023-01-03 14:54:48","2023-01-03 14:57:35","","261-302","","","","","","","","","","","İletişim Yayınları","İstanbul","Modern Turkish","","","","","","","","","","","","","Özgür, M. Erdem; Duman, Alper; Kaya, Alp Yücel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2SWBT6UG","journalArticle","2018","Eren, Ercan","Türkiye’de Bir İktisat Geleneği Var Mı? Olabilir Mi?","İktisat ve Toplum Dergisi","","","","","","2018","2023-01-03 14:42:48","2023-01-03 14:44:21","","31-40","","93","","","","","","","","","","","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26XGTAZN","book","1869","Urquhart, David","The Military Strength of Turkey","","","","","","","1869","2022-10-29 12:42:45","2023-01-03 13:20:09","","","","","","","","","","","","","Effingham Wilson, Royal Exchange","London","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B8P68DS2","book","1910","Franklin, Benjamin","Tarik-i Refah: Franklin'in Servet Hakkındaki Nasayihi ve Tercüme-i Hali [The Way to Wealth. Franklin s Commentary on Wealth and ItsTranslation] (translation of Benjamin Franklin's The Way to Wealth, 1758)","","","","","","","1910","2022-09-26 14:29:20","2023-01-03 13:18:04","","","","","","","","","","","","","Sultan Beyazid Saadet Kütübhanesi","Sarajevo","Ottoman Turkish","","","","","","","","","","","","","","","Reşad, Bey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AM4H9GCA","journalArticle","2018","Demir, Kenan","Modern İktisadın Öğretilmesinde Gazetelerin Rolü ve Gazetelerdeki İktisat Kitabı Tefrikaları (1860-1870 Dönemi)","Akdeniz Üniversitesi İletişim Fakültesi Dergisi","","","","","","2018","2022-08-04 22:33:09","2023-01-03 12:51:44","","260-280","","Aralık","30","","","","","","","","","","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8TX6S5LH","book","2018","Erdoğan, Ayşenur","Hamidiye Ticaret Mekteb-i Alisi: Osmanlı Devleti'nin İlk Ticaret Mektebinden Marmara Üniversitesi'ne","","","","","","","2018","2023-01-03 11:52:54","2023-01-03 11:53:42","","","","","","","","","","","","","Yeditepe Yayınları","İstanbul","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3Q6C4E4A","book","1924","Akçura, Yusuf","Siyaset ve İktisat Hakkında Birkaç Hitabe ve Makale [Some Speechs and Articles about Politics and Economy]","","","","","","","1924","2022-12-24 17:16:00","2022-12-24 17:17:16","","","","","","","","","","","","","Kitabhane-i Hilmi","İstanbul","Ottoman Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QDND7TVX","book","1910","Helphand, Alexander Israel","Der Staat, die Industrie und der Sozialismus","","","","","","","1910","2022-12-24 17:08:20","2022-12-24 17:12:44","","","","","","","","","","","","","Buchhandlung Vorwärts","Berlin","German","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3E4CFGNZ","book","1937","Kohen, Moiz (Levi)","Le Kemalisme","","","","","","","1937","2022-12-23 17:38:02","2022-12-23 17:39:47","","","","","","","","","","","","","LIBRAIRIE FELIX ALCAN","Paris","French","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KK87HXM7","book","1917","Kohen, Moiz (Levi)","The Turkish and Pan-Turkish Ideal","","","","","","","1917","2022-12-23 17:27:46","2022-12-23 17:28:44","","","","","","","","","","","","","Admiralty War. Staff Intelligence Division","London","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E3F9KNG8","book","1926","Kiver, Serkiz Nihad","Nazari ve Ameli Muhasebe [Theoritical and Applied Accounting]","","","","","","","1926","2022-12-23 16:23:48","2022-12-23 16:25:02","","","","","","","","","","","","","Kanaat Kitabhanesi","İstanbul","Ottoman Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2A8NV9XM","book","1915","Kiver, Serkiz Nihad","Usul-ü Muhasebe-i Maliye Yahut Banka, Borsa ve Sigorta Muhasebesi [The Principles of Finance Accounting or Bank, Stock Market and Insurance Accounting]","","","","","","","1915","2022-12-23 16:21:36","2022-12-23 16:23:00","","","","","","","","","","","","","Matbaa-i Amire","İstanbul","Ottoman Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U3S46WAQ","book","1910","Midhad, Abdülhalik","Darülfünun Dersleri: İlm-i İktisat [Darülfünun Lessons: The Economics Science]","","","","","","","1910","2022-12-23 15:01:23","2022-12-23 15:03:51","","","","","","","","","","","","","Sırat-ı Müstakim Matbaası","İstanbul","Ottoman Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IJ7DEBZF","journalArticle","1954","Özcan, İhsan","Türk İktisat İlmi ve İki Türk İktisat Alimi Hakkında","İş Mecmuası","","","","","","1954","2022-12-22 14:11:05","2022-12-22 14:12:30","","11-17","","158","","","","","","","","","","","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YGZJGYXA","book","1853","Macfarlane, Charles","Kısmet: Or the Doom of Turkey","","","","","","","1853","2022-09-24 10:37:22","2022-12-22 13:01:30","","","","","","","","","","","","","Thomas Bosworth","London","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FRA5ULQH","book","1850","Macfarlane, Charles","Turkey and Its Destiny","","","","","","","1850","2022-09-24 10:36:21","2022-12-22 13:01:30","","","","","","","","","","","","","Lea and Blanchard","Philadephia","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RGQCV2LC","book","1829","Macfarlane, Charles","Constantinople in 1828: A Residence of Sixteen Months in the Turkish Capital and Provinces","","","","","","","1829","2022-09-24 10:34:35","2022-12-22 13:01:30","","","","","","2","","","","","","","Saunders and Otley","London","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A4IKSLBU","journalArticle","1998","Çakır, Coşkun; Akar, Şevket Kamil","İktisat Eğitiminin Beşiği İ. Ü. İktisat Fakültesi'nin Kuruluşu","İstanbul Üniversitesi İktisat Fakültesi Mecmuası","","","","","","1998","2022-12-22 12:03:44","2022-12-22 12:09:54","","271-310","","","49","","","","","","","","","","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5D66I6XG","thesis","2013","Koç, İsmet Seyfeddin","Osmanlı Devleti'nde İktisat Eğitiminin Gelişmesi (1859-1923)","","","","","","","2013","2022-12-21 22:21:04","2022-12-21 22:23:09","","","","","","","","","","","","","İstanbul Üniversitesi Sosyal Bilimler Enstitüsü","İstanbul","Modern Turkish","","Yüksek Lisans Tezi (Danışman: Coşkun Çakır)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VFNQKQWE","book","1900","Sokulluzade, Mehmed Ekrem","Fenn-i Servet [The Science/Technique of Wealth]","","","","","","","1900","2022-11-14 09:53:00","2022-12-21 22:20:00","","","","","","","","","","","","","Asır Matbaası","İstanbul","Ottoman Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8LDKVH9X","thesis","2014","Demir, Kenan","Osmanlı'da İktisadi Dergicilik (1857-1923)","","","","","","","2014","2022-08-04 22:33:09","2022-12-18 15:18:42","","","","","","","","","","","","","İstanbul Üniversitesi Sosyal Bilimler Enstitüsü","İstanbul","Modern Turkish","","Doktora Tezi (Danışman: Coşkun Çakır)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZS37C6A6","book","1869","Franklin, Benjamin","Tarik-i Refah. Amerika Meşahir-i Hükümasından Franklin'in Bir Mezadda İrad Olunacak Yollu Tertib Eylediği Nutukdur [The Way to Wealth] (translation of Benjamin Franklin's The Way to Wealth, 1758)","","","","","","","1869","2022-09-26 14:37:56","2022-12-15 14:42:11","","","","","","","","","","","","","","İstanbul","Ottoman Turkish","","","","","","","","","","","","","","","Tevfik, Ebuzziya Mehmed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
